日期,辐照度_0,风速_0,风向_0,温度_0,湿度_0,气压_0,辐照度_1,风速_1,风向_1,温度_1,湿度_1,气压_1,辐照度_2,风速_2,风向_2,温度_2,湿度_2,气压_2,辐照度_3,风速_3,风向_3,温度_3,湿度_3,气压_3,辐照度_4,风速_4,风向_4,温度_4,湿度_4,气压_4,辐照度_5,风速_5,风向_5,温度_5,湿度_5,气压_5,辐照度_6,风速_6,风向_6,温度_6,湿度_6,气压_6,辐照度_7,风速_7,风向_7,温度_7,湿度_7,气压_7,belong,电场实际太阳辐射指数
61.0,0.0,2.4,36.0,-4.4,32.0,69100.0,0.0,2.2,69.0,-6.3,37.0,69000.0,25.0,1.8,61.0,-8.2,40.0,69100.0,579.0,2.0,99.0,-2.0,25.0,69100.0,799.0,3.0,104.0,2.8,19.0,68800.0,383.0,4.4,90.0,4.9,18.0,68400.0,0.0,6.3,100.0,0.8,35.0,68600.0,0.0,4.1,87.0,-2.4,42.0,69000.0,0,0.363744461163289
62.0,0.0,4.7,89.0,-3.8,48.0,69000.0,0.0,3.7,90.0,-5.6,53.0,68900.0,29.0,2.2,103.0,-5.3,50.0,69000.0,491.0,2.5,101.0,-2.2,45.0,69100.0,733.0,3.3,123.0,1.7,39.0,68900.0,395.0,3.9,93.0,4.2,33.0,68500.0,0.0,5.4,101.0,0.3,50.0,68700.0,0.0,6.1,99.0,-2.8,61.0,69100.0,0,0.327966849129858
63.0,0.0,4.1,83.0,-5.1,67.0,69300.0,0.0,4.1,90.0,-4.8,63.0,69200.0,19.0,4.3,89.0,-5.3,62.0,69300.0,467.0,6.1,95.0,-3.3,50.0,69500.0,752.0,7.4,114.0,-0.4,40.0,69300.0,395.0,9.7,110.0,-0.1,39.0,69100.0,0.0,7.5,104.0,-3.0,50.0,69300.0,0.0,6.4,110.0,-5.2,61.0,69600.0,0,0.5616501483649781
64.0,0.0,4.7,107.0,-7.0,67.0,69600.0,0.0,2.1,98.0,-7.8,70.0,69400.0,36.0,0.6,39.0,-8.8,70.0,69500.0,585.0,1.3,162.0,-4.7,47.0,69500.0,830.0,1.5,58.0,0.3,33.0,69300.0,451.0,1.6,108.0,1.4,33.0,69100.0,0.0,4.7,100.0,-1.4,43.0,69100.0,0.0,5.2,99.0,-3.4,51.0,69400.0,0,0.7254654017087769
65.0,0.0,3.5,93.0,-5.7,64.0,69400.0,0.0,2.7,92.0,-6.3,64.0,69400.0,33.0,2.0,120.0,-7.1,66.0,69500.0,534.0,1.3,119.0,-3.8,48.0,69600.0,816.0,1.6,252.0,0.8,25.0,69300.0,459.0,6.3,285.0,3.7,15.0,69100.0,0.0,2.5,95.0,-1.2,28.0,69200.0,0.0,4.8,92.0,-4.4,39.0,69400.0,0,0.20671849652404897
66.0,0.0,3.8,90.0,-6.6,53.0,69400.0,0.0,1.5,90.0,-7.1,54.0,69300.0,37.0,1.4,73.0,-8.2,50.0,69300.0,586.0,1.4,90.0,-3.7,36.0,69300.0,863.0,2.2,111.0,1.5,20.0,69000.0,425.0,3.6,99.0,3.6,16.0,68600.0,0.0,6.1,93.0,0.8,24.0,68700.0,0.0,4.7,95.0,-2.8,41.0,68900.0,0,0.217055047889713
67.0,0.0,3.8,99.0,-4.4,31.0,68800.0,0.0,2.8,100.0,-5.3,39.0,68600.0,30.0,1.3,148.0,-5.5,45.0,68700.0,511.0,2.3,137.0,-1.5,32.0,68800.0,843.0,3.5,100.0,2.3,26.0,68500.0,399.0,6.1,104.0,3.8,28.0,68200.0,1.0,7.4,91.0,0.2,47.0,68300.0,0.0,4.4,84.0,-1.8,57.0,68600.0,0,0.512821550661381
68.0,0.0,4.4,106.0,-4.1,67.0,68600.0,0.0,1.9,69.0,-5.2,70.0,68600.0,28.0,1.5,94.0,-5.4,68.0,68700.0,275.0,0.6,81.0,-3.2,60.0,68800.0,424.0,2.1,180.0,-1.0,55.0,68700.0,297.0,3.7,124.0,-0.2,55.0,68700.0,1.0,6.3,90.0,-2.3,73.0,69000.0,0.0,4.8,84.0,-4.1,79.0,69200.0,0,0.6611085298646391
69.0,0.0,5.2,95.0,-3.7,75.0,69000.0,0.0,5.5,116.0,-4.9,75.0,68900.0,26.0,3.8,104.0,-4.6,69.0,69000.0,385.0,4.8,98.0,-2.5,56.0,69200.0,635.0,6.3,110.0,1.1,46.0,68900.0,339.0,7.3,98.0,1.3,48.0,68800.0,1.0,5.9,95.0,-1.0,56.0,68900.0,0.0,5.8,105.0,-2.6,59.0,69000.0,0,0.5366729819392471
70.0,0.0,3.4,95.0,-4.3,63.0,69000.0,0.0,2.8,92.0,-5.1,67.0,68900.0,25.0,2.8,94.0,-5.5,70.0,69000.0,347.0,5.4,103.0,-4.4,65.0,69000.0,543.0,8.2,103.0,-2.2,56.0,68800.0,299.0,7.8,102.0,-2.9,59.0,68800.0,2.0,5.7,94.0,-5.0,61.0,69000.0,0.0,5.0,103.0,-6.3,59.0,69200.0,0,0.667860308353709
71.0,0.0,4.6,103.0,-7.3,59.0,69200.0,0.0,4.2,91.0,-7.9,64.0,69100.0,41.0,3.0,88.0,-9.4,64.0,69300.0,472.0,2.2,124.0,-6.3,56.0,69400.0,642.0,1.8,177.0,-3.7,49.0,69300.0,348.0,2.8,129.0,-2.5,51.0,69200.0,2.0,2.8,142.0,-4.4,61.0,69400.0,0.0,0.4,207.0,-7.3,68.0,69500.0,0,0.28476471466882597
72.0,0.0,1.9,18.0,-7.6,70.0,69400.0,0.0,2.2,342.0,-9.4,69.0,69200.0,44.0,0.4,270.0,-9.2,64.0,69200.0,433.0,0.7,196.0,-5.7,60.0,69200.0,722.0,1.7,130.0,-2.1,49.0,68900.0,488.0,2.2,112.0,0.2,42.0,68700.0,4.0,1.2,42.0,-2.1,49.0,69000.0,0.0,2.1,14.0,-6.4,62.0,69200.0,0,0.5411167430609771
73.0,0.0,0.7,352.0,-6.4,54.0,69300.0,0.0,0.6,141.0,-7.4,61.0,69200.0,63.0,0.3,270.0,-10.5,58.0,69300.0,631.0,1.6,153.0,-3.9,48.0,69400.0,813.0,1.1,175.0,0.4,38.0,69200.0,449.0,4.9,291.0,2.3,37.0,69100.0,4.0,6.5,247.0,-2.4,55.0,69300.0,0.0,4.4,231.0,-4.7,61.0,69400.0,0,0.527131561484704
74.0,0.0,0.9,103.0,-6.2,47.0,69200.0,0.0,0.9,77.0,-7.5,55.0,69000.0,66.0,1.5,307.0,-10.3,54.0,69100.0,661.0,1.2,160.0,-2.7,34.0,69200.0,910.0,1.4,176.0,2.6,25.0,68900.0,506.0,2.5,159.0,4.6,26.0,68600.0,5.0,2.3,92.0,1.3,42.0,68700.0,0.0,1.6,27.0,-2.1,45.0,69000.0,0,0.40930189096932
75.0,0.0,1.5,356.0,-5.1,43.0,69200.0,0.0,2.2,93.0,-5.3,44.0,69200.0,70.0,1.2,85.0,-6.2,45.0,69400.0,644.0,1.0,101.0,-1.4,34.0,69500.0,883.0,1.0,101.0,2.6,28.0,69200.0,497.0,3.4,127.0,3.7,29.0,69000.0,5.0,6.6,100.0,0.0,51.0,69200.0,0.0,4.3,105.0,-2.7,71.0,69400.0,0,0.37209274654725105
76.0,0.0,4.0,103.0,-5.2,71.0,69400.0,0.0,3.3,131.0,-6.9,73.0,69200.0,68.0,2.2,150.0,-6.8,61.0,69200.0,570.0,3.0,114.0,-2.0,45.0,69200.0,735.0,3.0,130.0,1.6,39.0,68900.0,413.0,3.7,112.0,3.9,40.0,68600.0,4.0,5.8,113.0,0.1,60.0,68700.0,0.0,4.5,90.0,-3.1,71.0,68800.0,0,0.316279308984127
77.0,0.0,0.6,171.0,-3.3,70.0,69000.0,0.0,1.7,260.0,-3.2,72.0,69000.0,71.0,3.0,270.0,-4.8,70.0,69300.0,634.0,6.7,275.0,2.3,37.0,69300.0,875.0,10.6,296.0,6.9,19.0,69100.0,514.0,10.7,300.0,6.1,16.0,69200.0,6.0,2.8,358.0,1.0,35.0,69400.0,0.0,3.9,235.0,-3.2,39.0,69600.0,0,0.32248093227935304
78.0,0.0,3.0,186.0,-5.2,42.0,69600.0,0.0,2.6,180.0,-6.2,42.0,69500.0,79.0,2.9,186.0,-7.0,39.0,69600.0,685.0,2.7,167.0,-1.6,25.0,69600.0,919.0,3.1,128.0,3.5,19.0,69300.0,477.0,1.9,102.0,5.4,18.0,69100.0,5.0,3.0,131.0,2.9,32.0,69200.0,0.0,3.7,64.0,-1.1,42.0,69400.0,0,0.367031506838803
79.0,0.0,1.7,103.0,-3.5,37.0,69500.0,0.0,0.9,77.0,-4.5,46.0,69300.0,75.0,0.9,339.0,-6.9,43.0,69400.0,552.0,1.1,195.0,-0.9,32.0,69400.0,758.0,1.5,191.0,3.6,24.0,69100.0,457.0,7.7,274.0,6.1,20.0,68900.0,6.0,7.9,228.0,1.5,39.0,69000.0,0.0,3.5,255.0,-2.0,43.0,69000.0,0,0.46828067691610203
80.0,0.0,1.8,171.0,-3.6,35.0,68900.0,0.0,2.3,151.0,-4.8,36.0,68800.0,88.0,1.0,197.0,-5.4,32.0,68800.0,674.0,1.6,187.0,0.9,19.0,68900.0,852.0,2.2,183.0,6.7,18.0,68600.0,456.0,3.0,242.0,8.5,21.0,68300.0,7.0,5.9,236.0,4.5,39.0,68500.0,0.0,3.7,284.0,0.8,46.0,68600.0,0,0.42398450672562504
81.0,0.0,7.7,287.0,0.2,45.0,68800.0,0.0,8.9,284.0,-0.8,55.0,68800.0,79.0,8.9,271.0,-1.0,58.0,69100.0,614.0,8.4,284.0,5.8,33.0,69100.0,862.0,11.3,283.0,8.4,26.0,69000.0,502.0,11.0,299.0,8.2,27.0,68900.0,7.0,7.0,310.0,4.5,40.0,69100.0,0.0,5.6,284.0,0.6,50.0,69300.0,0,0.518905622657445
82.0,0.0,0.6,81.0,-1.9,50.0,69400.0,0.0,1.3,90.0,-3.9,56.0,69500.0,80.0,1.6,76.0,-4.2,55.0,69700.0,610.0,1.2,104.0,0.6,34.0,69800.0,788.0,6.3,305.0,5.7,16.0,69600.0,421.0,6.8,325.0,5.3,14.0,69500.0,6.0,3.3,76.0,1.6,23.0,69700.0,0.0,4.4,79.0,-2.7,55.0,69900.0,0,0.206718431544519
83.0,0.0,0.0,0.0,-4.1,45.0,69900.0,0.0,5.5,274.0,-5.7,36.0,69800.0,98.0,6.3,275.0,-5.8,29.0,70000.0,704.0,11.8,286.0,1.6,12.0,70100.0,954.0,16.0,293.0,4.1,9.0,70000.0,541.0,13.3,302.0,4.6,10.0,69900.0,9.0,5.5,302.0,0.3,19.0,69900.0,0.0,5.6,267.0,-3.8,24.0,70000.0,0,0.607498703428139
84.0,0.0,4.3,281.0,-5.1,25.0,70000.0,0.0,3.7,281.0,-5.3,25.0,69900.0,103.0,3.8,279.0,-5.6,20.0,70000.0,715.0,2.0,259.0,1.5,12.0,70100.0,946.0,6.0,278.0,8.1,9.0,69700.0,534.0,11.4,294.0,9.4,12.0,69600.0,9.0,7.8,278.0,4.7,22.0,69700.0,0.0,6.4,243.0,0.8,27.0,69900.0,0,0.639139163999057
85.0,0.0,4.4,239.0,-2.2,34.0,69900.0,0.0,2.8,270.0,-4.1,37.0,69800.0,102.0,2.6,216.0,-4.2,34.0,69900.0,702.0,0.3,180.0,3.3,18.0,69800.0,941.0,2.5,256.0,9.9,10.0,69400.0,532.0,7.4,266.0,12.3,11.0,69100.0,10.0,10.3,233.0,7.0,21.0,69200.0,0.0,5.7,242.0,2.8,26.0,69500.0,0,0.21963853821581897
86.0,0.0,1.5,203.0,0.7,31.0,69600.0,0.0,3.5,193.0,-2.1,38.0,69400.0,108.0,2.8,210.0,-2.9,36.0,69600.0,712.0,1.0,156.0,4.0,20.0,69600.0,925.0,0.2,0.0,9.8,12.0,69300.0,514.0,0.7,180.0,12.3,10.0,69000.0,10.0,2.7,118.0,8.6,16.0,69100.0,0.0,5.2,109.0,4.2,30.0,69400.0,0,0.226098233024066
87.0,0.0,3.6,98.0,1.6,43.0,69300.0,0.0,3.2,131.0,-1.2,50.0,69300.0,110.0,0.7,90.0,-0.8,45.0,69500.0,685.0,1.5,122.0,4.7,29.0,69500.0,773.0,4.9,289.0,11.0,20.0,69200.0,337.0,10.8,289.0,9.5,30.0,69100.0,6.0,8.1,304.0,6.6,41.0,69400.0,0.0,1.6,338.0,1.2,61.0,69800.0,0,0.911248852485005
88.0,0.0,2.0,349.0,-1.0,71.0,70000.0,0.0,1.2,90.0,-2.1,75.0,70100.0,110.0,1.1,280.0,-2.6,68.0,70300.0,698.0,2.1,270.0,2.8,40.0,70300.0,945.0,10.9,288.0,8.5,12.0,69900.0,544.0,9.6,309.0,8.6,10.0,69800.0,11.0,4.5,13.0,3.8,19.0,69900.0,0.0,1.1,56.0,-1.0,30.0,70100.0,0,0.45865732364795603
89.0,0.0,2.0,90.0,-2.3,37.0,70100.0,0.0,1.6,310.0,-4.2,41.0,70000.0,121.0,3.8,281.0,-4.2,36.0,70200.0,735.0,1.3,261.0,3.1,20.0,70300.0,968.0,4.3,345.0,9.5,7.0,70000.0,555.0,9.4,336.0,9.4,7.0,69900.0,12.0,6.4,343.0,5.0,15.0,70000.0,0.0,0.9,111.0,0.6,24.0,70200.0,0,0.48449649047813603
90.0,0.0,2.4,85.0,-2.1,24.0,70100.0,0.0,1.8,99.0,-2.5,26.0,70000.0,124.0,1.0,107.0,-2.9,24.0,70000.0,734.0,1.6,101.0,2.7,17.0,69800.0,932.0,1.1,90.0,8.5,12.0,69400.0,508.0,1.7,54.0,11.2,10.0,69000.0,11.0,3.6,76.0,7.5,19.0,69100.0,0.0,4.1,90.0,2.7,33.0,69400.0,0,0.244103044596746
91.0,0.0,2.6,79.0,1.3,29.0,69400.0,0.0,1.4,141.0,0.8,33.0,69300.0,105.0,1.3,117.0,-0.8,33.0,69400.0,552.0,0.7,153.0,4.6,24.0,69500.0,640.0,1.4,94.0,10.2,16.0,69000.0,258.0,1.3,209.0,10.5,19.0,68800.0,4.0,5.2,28.0,6.4,40.0,69100.0,0.0,3.0,70.0,4.8,52.0,69400.0,0,0.417655123675486
92.0,0.0,2.6,97.0,1.6,70.0,69300.0,0.0,1.3,29.0,0.1,75.0,69200.0,102.0,1.6,297.0,0.4,70.0,69400.0,574.0,0.9,193.0,5.3,50.0,69400.0,778.0,1.4,321.0,10.3,28.0,69100.0,418.0,4.1,346.0,10.9,24.0,68900.0,9.0,3.3,14.0,8.8,29.0,69100.0,0.0,2.8,195.0,4.5,43.0,69300.0,0,0.480936861144469
93.0,0.0,0.7,124.0,1.5,60.0,69300.0,0.0,0.5,101.0,-0.1,66.0,69300.0,121.0,0.9,201.0,-0.2,61.0,69400.0,719.0,2.0,150.0,5.7,38.0,69300.0,845.0,2.3,121.0,11.6,21.0,68900.0,430.0,4.2,107.0,13.4,18.0,68600.0,10.0,3.2,90.0,10.6,22.0,68700.0,0.0,6.9,10.0,6.3,41.0,69100.0,0,0.514597776646089
94.0,0.0,3.3,273.0,2.6,45.0,69200.0,0.0,2.6,281.0,-0.1,52.0,69100.0,138.0,0.3,252.0,0.6,45.0,69300.0,748.0,1.3,117.0,7.4,26.0,69300.0,968.0,2.7,126.0,13.6,15.0,68800.0,542.0,5.4,117.0,16.0,8.0,68400.0,13.0,4.6,105.0,12.6,13.0,68400.0,0.0,1.7,118.0,10.0,19.0,68700.0,0,0.6729341062003161
95.0,0.0,1.2,132.0,5.3,33.0,68700.0,0.0,1.3,209.0,1.5,39.0,68700.0,141.0,1.3,222.0,0.3,38.0,68900.0,749.0,1.2,104.0,8.7,20.0,68900.0,943.0,2.0,105.0,15.0,13.0,68600.0,501.0,3.1,94.0,17.8,11.0,68200.0,12.0,1.9,137.0,14.1,20.0,68300.0,0.0,2.9,214.0,9.2,27.0,68600.0,0,0.182002159901352
96.0,0.0,3.5,100.0,6.0,43.0,68700.0,0.0,4.1,103.0,3.8,56.0,68700.0,125.0,3.2,116.0,3.4,49.0,68800.0,587.0,3.7,125.0,9.7,31.0,68700.0,674.0,4.1,129.0,14.4,24.0,68400.0,389.0,6.1,88.0,14.5,31.0,68300.0,9.0,9.2,103.0,8.9,59.0,68700.0,0.0,5.4,101.0,6.2,71.0,69100.0,0,0.329869225249945
97.0,0.0,5.3,101.0,2.9,81.0,69200.0,0.0,5.0,104.0,0.7,88.0,69100.0,112.0,3.7,106.0,1.4,78.0,69300.0,582.0,3.9,119.0,6.1,52.0,69100.0,768.0,3.7,101.0,10.9,36.0,68700.0,430.0,4.8,96.0,11.7,36.0,68500.0,11.0,6.5,115.0,7.1,56.0,68900.0,0.0,4.9,96.0,3.3,72.0,69300.0,0,0.46511663085901095
98.0,0.0,3.7,96.0,0.9,80.0,69300.0,0.0,3.3,119.0,-1.1,88.0,69300.0,123.0,1.9,115.0,-0.2,79.0,69400.0,629.0,2.8,98.0,4.7,52.0,69300.0,758.0,4.9,104.0,10.6,35.0,68800.0,350.0,8.5,107.0,10.1,41.0,68400.0,8.0,6.5,99.0,5.3,66.0,68800.0,0.0,4.4,113.0,2.6,79.0,69100.0,0,0.956071711493395
99.0,0.0,3.7,104.0,0.8,83.0,69300.0,0.0,2.3,100.0,0.3,84.0,69300.0,109.0,1.4,54.0,0.6,81.0,69400.0,560.0,1.1,146.0,4.4,55.0,69400.0,709.0,1.2,81.0,9.1,28.0,69000.0,361.0,5.3,67.0,8.2,38.0,68800.0,9.0,6.5,100.0,4.7,60.0,69100.0,0.0,4.1,94.0,1.9,78.0,69500.0,0,0.587169231832123
100.0,0.0,2.7,92.0,-0.1,86.0,69600.0,0.0,2.1,129.0,-0.8,86.0,69600.0,79.0,2.7,118.0,-0.9,83.0,69800.0,495.0,2.5,104.0,1.3,63.0,69900.0,754.0,2.4,85.0,5.3,42.0,69600.0,442.0,3.9,97.0,5.8,40.0,69400.0,13.0,4.8,120.0,3.7,48.0,69500.0,0.0,5.0,88.0,0.8,63.0,69700.0,0,0.8985914722424442
101.0,0.0,1.7,90.0,-1.7,59.0,69800.0,0.0,0.4,256.0,-3.6,62.0,69700.0,162.0,2.8,296.0,-3.0,51.0,69900.0,713.0,4.0,267.0,4.8,25.0,69900.0,845.0,13.8,291.0,8.4,14.0,69600.0,460.0,12.5,297.0,8.7,14.0,69400.0,13.0,8.8,293.0,5.6,24.0,69500.0,0.0,5.1,272.0,1.3,36.0,69700.0,0,0.837869015708245
102.0,0.0,6.8,257.0,-1.9,44.0,69900.0,0.0,2.7,270.0,-3.8,45.0,69800.0,171.0,1.5,254.0,-2.7,36.0,69900.0,782.0,0.7,188.0,4.2,24.0,69800.0,890.0,2.4,353.0,9.7,16.0,69200.0,477.0,14.8,282.0,10.9,13.0,68900.0,15.0,10.3,247.0,6.6,22.0,68900.0,0.0,7.3,246.0,2.8,31.0,69100.0,0,0.57970984189921
103.0,0.0,1.6,263.0,-0.4,34.0,69200.0,0.0,1.6,90.0,-2.1,37.0,69100.0,128.0,0.1,270.0,0.0,29.0,69300.0,605.0,0.7,90.0,5.7,23.0,69400.0,817.0,0.9,108.0,10.5,19.0,69000.0,421.0,2.9,106.0,12.1,18.0,68800.0,10.0,4.2,62.0,8.8,31.0,69000.0,0.0,5.0,100.0,5.4,49.0,69300.0,0,0.5607781975220301
104.0,0.0,4.6,83.0,2.8,61.0,69300.0,0.0,3.9,66.0,1.8,68.0,69300.0,157.0,2.7,70.0,1.7,66.0,69600.0,687.0,1.9,122.0,5.3,53.0,69600.0,834.0,2.9,290.0,10.3,33.0,69200.0,358.0,7.8,352.0,8.5,39.0,69200.0,7.0,4.2,69.0,6.2,48.0,69400.0,0.0,6.1,101.0,3.2,72.0,69800.0,0,0.8656332128580129
105.0,0.0,3.9,37.0,1.2,78.0,69900.0,0.0,0.9,291.0,-0.1,81.0,69900.0,140.0,2.9,278.0,0.4,75.0,70100.0,666.0,8.8,299.0,5.8,27.0,70200.0,911.0,11.0,299.0,8.8,16.0,70100.0,564.0,11.2,300.0,9.1,13.0,69900.0,18.0,5.0,299.0,4.3,31.0,70000.0,0.0,7.3,255.0,0.4,36.0,70200.0,0,0.5931921574554581
106.0,0.0,8.6,271.0,-0.6,32.0,70200.0,0.0,5.8,257.0,-2.0,35.0,70000.0,187.0,5.1,257.0,-0.1,24.0,70100.0,793.0,2.4,235.0,7.6,16.0,69900.0,981.0,9.8,275.0,14.8,13.0,69400.0,566.0,14.7,293.0,16.4,15.0,69100.0,17.0,11.2,289.0,11.9,25.0,69200.0,0.0,6.1,256.0,6.9,40.0,69400.0,0,0.13481648214995
107.0,0.0,3.8,248.0,3.3,42.0,69400.0,0.0,2.1,265.0,0.8,47.0,69400.0,183.0,0.8,330.0,2.2,43.0,69400.0,775.0,0.4,90.0,10.1,26.0,69300.0,899.0,0.8,263.0,16.8,19.0,68800.0,453.0,4.5,276.0,19.1,14.0,68300.0,13.0,8.7,251.0,16.4,19.0,68300.0,0.0,5.1,235.0,10.9,36.0,68500.0,0,0.7304067539908341
108.0,0.0,1.8,93.0,7.9,42.0,68500.0,0.0,0.9,319.0,5.1,53.0,68700.0,182.0,2.1,259.0,5.1,47.0,68900.0,746.0,9.8,305.0,12.4,23.0,69000.0,870.0,16.9,296.0,14.6,16.0,68700.0,490.0,17.4,295.0,13.6,21.0,68600.0,16.0,7.2,11.0,8.5,41.0,69000.0,0.0,4.3,95.0,2.5,65.0,69600.0,0,0.390967737567467
109.0,0.0,2.3,115.0,1.0,73.0,69600.0,0.0,0.3,108.0,-1.3,79.0,69600.0,196.0,0.6,252.0,-0.4,66.0,69700.0,793.0,0.5,270.0,5.6,39.0,69700.0,976.0,3.2,338.0,12.1,13.0,69300.0,556.0,10.7,11.0,10.0,11.0,69300.0,18.0,6.2,78.0,5.8,21.0,69700.0,0.0,5.4,80.0,2.0,35.0,70000.0,0,0.613414012992853
110.0,0.0,4.7,80.0,0.8,30.0,69800.0,0.0,1.8,90.0,-0.6,37.0,69700.0,195.0,0.8,14.0,0.5,34.0,69800.0,772.0,1.1,270.0,5.8,27.0,69800.0,872.0,10.7,297.0,11.7,18.0,69400.0,456.0,9.1,327.0,11.7,18.0,69200.0,15.0,4.6,57.0,8.1,28.0,69300.0,0.0,5.3,51.0,3.9,41.0,69500.0,0,0.728008639605408
111.0,0.0,2.5,88.0,1.0,42.0,69400.0,0.0,0.8,67.0,-0.1,43.0,69300.0,205.0,0.6,329.0,1.5,37.0,69400.0,801.0,0.6,279.0,7.8,22.0,69400.0,924.0,4.6,290.0,14.5,12.0,69000.0,510.0,10.0,351.0,14.5,14.0,68900.0,17.0,4.0,33.0,10.2,21.0,69100.0,0.0,4.8,79.0,5.8,34.0,69400.0,0,0.5797112574715649
112.0,0.0,3.3,47.0,1.8,43.0,69500.0,0.0,1.0,61.0,0.7,41.0,69500.0,209.0,0.9,0.0,1.7,36.0,69600.0,803.0,0.9,96.0,8.0,25.0,69500.0,994.0,0.2,90.0,14.1,15.0,69200.0,563.0,0.7,225.0,17.2,10.0,68700.0,18.0,6.2,75.0,13.7,17.0,68700.0,0.0,4.6,90.0,8.5,35.0,69000.0,0,0.4478900131785589
113.0,0.0,4.0,63.0,5.9,33.0,69200.0,0.0,4.3,65.0,3.8,39.0,69100.0,170.0,3.1,81.0,5.5,34.0,69300.0,704.0,4.0,102.0,10.4,24.0,69300.0,878.0,1.1,100.0,13.9,21.0,69000.0,477.0,4.7,61.0,15.3,22.0,68800.0,14.0,4.7,65.0,11.8,35.0,69100.0,0.0,4.3,23.0,8.4,51.0,69600.0,0,0.53252491237891
114.0,0.0,6.5,15.0,5.5,64.0,69700.0,0.0,3.0,30.0,3.9,76.0,69700.0,58.0,2.4,95.0,3.1,81.0,69900.0,369.0,2.7,103.0,4.0,69.0,70000.0,708.0,5.1,73.0,8.4,46.0,69600.0,380.0,7.4,99.0,11.0,36.0,69300.0,9.0,8.6,98.0,7.1,53.0,69600.0,0.0,6.5,101.0,4.7,67.0,69800.0,0,0.6471193974342291
115.0,0.0,4.7,89.0,4.3,67.0,69700.0,0.0,4.0,68.0,3.2,70.0,69700.0,75.0,3.1,65.0,2.4,71.0,69900.0,302.0,2.9,76.0,3.5,64.0,70000.0,435.0,5.2,89.0,5.2,58.0,70000.0,301.0,6.4,101.0,6.2,54.0,69900.0,11.0,6.1,104.0,4.3,68.0,70100.0,0.0,5.2,110.0,2.7,74.0,70300.0,0,1.0
116.0,0.0,4.0,90.0,1.7,83.0,70200.0,0.0,3.7,110.0,-0.8,83.0,70100.0,202.0,2.8,107.0,0.7,69.0,70200.0,778.0,2.6,119.0,4.9,47.0,70100.0,907.0,2.5,148.0,9.2,35.0,69800.0,497.0,1.9,115.0,10.6,29.0,69500.0,17.0,3.7,56.0,8.4,43.0,69600.0,0.0,4.2,56.0,4.2,60.0,69900.0,0,0.785531612221784
117.0,0.0,1.0,354.0,1.7,68.0,69900.0,0.0,1.1,292.0,-0.9,72.0,69900.0,221.0,1.9,279.0,0.9,57.0,70000.0,811.0,1.1,153.0,6.8,42.0,70000.0,969.0,1.3,135.0,10.4,36.0,69700.0,560.0,1.2,95.0,11.8,28.0,69400.0,20.0,3.2,134.0,9.6,39.0,69400.0,0.0,1.9,65.0,6.1,51.0,69700.0,0,0.634249951171378
118.0,0.0,2.8,92.0,4.1,55.0,69600.0,0.0,0.8,120.0,1.0,63.0,69500.0,204.0,0.3,162.0,2.9,52.0,69600.0,800.0,1.5,148.0,9.1,33.0,69600.0,980.0,0.7,74.0,13.7,24.0,69200.0,566.0,0.7,0.0,15.2,18.0,68900.0,21.0,2.2,90.0,12.8,31.0,69000.0,0.0,4.7,75.0,8.5,41.0,69200.0,0,0.23960546663697
119.0,0.0,3.2,46.0,7.8,46.0,69200.0,0.0,3.6,341.0,4.8,56.0,69200.0,216.0,2.3,56.0,5.8,50.0,69400.0,767.0,2.4,105.0,10.7,37.0,69400.0,884.0,4.5,298.0,15.1,18.0,69100.0,522.0,6.9,292.0,16.2,12.0,68800.0,21.0,5.5,20.0,12.0,27.0,68900.0,0.0,7.6,58.0,7.8,39.0,69200.0,0,0.728008093598928
120.0,0.0,3.5,102.0,3.7,68.0,69300.0,0.0,1.4,78.0,2.7,68.0,69300.0,227.0,1.4,98.0,2.9,59.0,69400.0,821.0,2.7,121.0,9.6,36.0,69200.0,1005.0,3.5,140.0,15.9,23.0,68800.0,577.0,5.7,122.0,19.1,19.0,68300.0,22.0,7.2,103.0,15.6,32.0,68300.0,0.0,4.7,90.0,11.3,48.0,68700.0,0,0.6471182447538829
121.0,0.0,7.6,294.0,8.2,64.0,68900.0,0.0,6.9,301.0,5.9,71.0,69100.0,196.0,5.0,300.0,5.7,61.0,69300.0,562.0,7.2,294.0,10.7,33.0,69300.0,505.0,7.2,310.0,11.2,34.0,69200.0,279.0,7.9,301.0,9.5,40.0,69300.0,15.0,3.5,75.0,7.7,49.0,69400.0,0.0,3.4,118.0,5.3,65.0,69700.0,0,0.7441852450323001
122.0,0.0,4.6,80.0,1.7,86.0,69800.0,0.0,2.8,75.0,0.0,84.0,69800.0,221.0,2.5,286.0,2.3,67.0,70000.0,820.0,12.1,292.0,9.1,19.0,70100.0,986.0,15.3,292.0,11.0,16.0,69900.0,561.0,12.8,300.0,11.3,14.0,69700.0,24.0,9.3,304.0,7.9,22.0,69800.0,0.0,6.0,281.0,3.9,34.0,70000.0,0,0.930234107384623
123.0,0.0,5.1,264.0,0.9,48.0,70000.0,0.0,3.0,276.0,-2.6,53.0,69900.0,249.0,0.6,279.0,0.3,39.0,70000.0,850.0,1.0,191.0,6.8,25.0,69800.0,1028.0,3.4,275.0,12.9,11.0,69400.0,601.0,12.0,288.0,14.0,8.0,69200.0,27.0,7.2,295.0,10.9,15.0,69300.0,0.0,3.8,276.0,5.6,28.0,69600.0,0,0.44708951068018704
